Company Name,Website,Phone,Industry,Company Size,Headquarters,Type,Founded,Location,Specialties
EGUITRA GROUP SARLU,http://www.eguitragroup.com,669 13 13 33,Transportation/Trucking/Railroad,2-10 employees,,Partnership,2020,"Conakry, GN","Transport et Logistique, Agriculture et Elevage, Construction et Immobilier, Commerce Generale, and Formation et Coaching"
MARIFALA INDUSTRIE,http://www.groupemarifala.com,,Furniture,,,,,"Bambet, Conakry, Guinée 00224, GN",
Sokomak,http://www.sokomak.com,,Internet,2-10 employees,,Partnership,2020,"Conakry, GN",
Groupebceip,http://www.groupebceip.com,,Individual & Family Services,"1,001-5,000 employees","Conakry, commune de ratoma",Privately Held,1996,"Conakry pres du pont de la jétée minière commune de Ratoma, siguiri- kankan - kagbelen- kamsar- N'Zerekore, Conakry, commune de ratoma 1850, GN","insertion professionnelle des jeunes, securite et gardiennage, creation de projet, and gestion immobiliere"
Alternative Solutions,https://www.altsolconseil.com/,,Information Technology & Services,2-10 employees,"CONAKRY, CONAKRY",Partnership,2017,"KIPE DADIA, CONAKRY, CONAKRY 0000, GN",
TLOTS Fondation,,+224 622616030,Philanthropy,"10,001+ employees",,Educational Institution,2018,"Conakry , GN",
ANSSI Guinée,http://www.anssi.gov.gn,2.25E+11,Computer & Network Security,201-500 employees,"Conakry, Conakry",Government Agency,2016,"Manquepas 3ème avenue, 7ème ETAGE, Conakry, Conakry 5000, GN",Cybersécurité
EAMS Ascenseurs,http://www.eamsguinee.net,2.25E+11,Industrial Automation,11-50 employees,,Privately Held,2009,"4661 Conakry, Rue KA008, 2e Avenue Boulbinet, Conakry, GN",ETUDE - CONSEIL - FOURNITURE - INSTALLATION DES ASCENSEURS ET AUTOMATISMES DE PORTES
Alstraf & Partenaires Sarl,https://web.facebook.com/alstrafetpartenaires,654899387,Farming,2-10 employees,"Conakry, Ratoma",Privately Held,2019,"3104 Conakry République de Guinée, Conakry, Ratoma 3104, GN","Agriculture , Construction, Bâtiments Travaux Publics, Transports, Commerce, and Prestation de services"
Assemblée nationale de Guinée,http://www.assemblee.gov.gn,,Government Administration,"501-1,000 employees",,Government Agency,1958,"BP 414 C/Kaloum, Conakry, GN",Voter les lois and Contrôler l'action gouvernementale
finadev,http://finadev-groupe.com,,Marketing & Advertising,,,,,,
Collectif des Associations de Guinée,http://www.coagui.org,2.25E+11,Philanthropy,11-50 employees,,Nonprofit,2015,"Conakry , GN",
GAS Guinée,https://jeankone2.wixsite.com/gas-guinee,,Logistics & Supply Chain,201-500 employees,"Conakry, Etat",Partnership,2016,"0224, Kipé , Conakry, Etat 01, GN","Transport & Logistique, BTP, Fourniture des équipements, Conseil & Formation, Dépannage et Maintenance Engins"
SETA MOTORS,http://seta-motors.com,+224 629 00 62 73,Automotive,51-200 employees,,Privately Held,1989,GN,"SALES, AFTER-SALE, CAR, and TRUCK"
Danta-international Guinea,http://www.danta-international.com,,Business Supplies & Equipment,2-10 employees,,Sole Proprietorship,2011,,
Adam Print,,+224 623 98 59 14,Consumer Services,2-10 employees,,Partnership,2018,"Conakry kaloum , Conakry, GN",Graphisme et Impression sur Textile
SOGUIAM SARL,https://www.soguiam-guinee.com,2.25E+11,Construction,2-10 employees,,Partnership,2020,"Siège Social : Gomboyah Marché Carrefour SODEFA, Sous-préfecture de Manéah Préfecture de Coyah Tél (+224) 622 25 08 66 / 656 96 00 71 /622 40 50 89, E-mail : soguiamguinee@gmail.com Conakry, Conakry, GN",
CABINET LOMBONNA SARL,http://www.cabinet-lombonna.com,,Accounting,11-50 employees,,Privately Held,1985,"4 étage Immeuble Chérif Diallo, Conakry, GN","AUDIT, EXPERTISE, LEGAL & TAX, HUMAN RESSOURCES, and ADVISORY"
Big Iron Parts Logistics,http://www.bip-logistics.org,+1 3478811850,Logistics & Supply Chain,11-50 employees,"Conakry, Ratoma",Privately Held,2012,"Lambayi, Ratoma, Conakry, Ratoma 00000, GN",
African Crisis Group,http://www.africancrisisgroup.org,,International Affairs,11-50 employees,"Conakry, Conakry",Nonprofit,2011,"Commune de Ratoma, Conakry, Conakry BP 4864, GN","Conflict and Crisis Resolution, Peace-building, Risk Assessment and Monitoring, Good governance, and Consulting"
MoDeL - Guinée,http://modelguinee.org/,,Political Organization,"10,001+ employees","Conakry, Guinee",Public Company,2018,"Nongo, Conakry, Guinee GN","politique, leader, democratie , and guinee election"
COPE GUINEE,http://www.economie224.com,,Civic & Social Organization,11-50 employees,"Conakry, Guinée",Privately Held,,"2489, Conakry, Guinée 2489, GN",
Dama Africa Logistic (DAL),https://damaafricalogistic.com,2.25E+11,Logistics & Supply Chain,11-50 employees,,Privately Held,2013,"Nongo, Conakry, GN",
REB (Réseau Environnement Bauxite),https://www.rebgn.org/,,Renewables & Environment,2-10 employees,,Nonprofit,,"conakry, guinee, conakry, GN",
Education Services,http://eserv.org,,Management Consulting,2-10 employees,"Conakry, Conakry",Nonprofit,2016,"Lambangny, Ratoma, Conakry, Conakry 1038, GN",Accompaniment of African schools at primary and secondary level
Mesbellesenvies,http://www.mesbellesenvies.fr/,,Consumer Services,2-10 employees,"Conakry, Conakry",Sole Proprietorship,2019,"Conakry, Conakry 1275, GN","Achats, Livraison, Logistique, Approvisionnement, Guinée, and Transport"
Centre Konkouré - Guinée solidarité Provence,https://guineesolidarite-pr.org/,+224 664 30 38 76,Professional Training & Coaching,11-50 employees,,Privately Held,2006,"Pétel 2, km 4, Mamou, GN",
Constat Client,http://www.constatclient.com,2.25E+11,Research,2-10 employees,"Conakry, Matoto",Partnership,,"Conakry, Matoto GN","Mystery Shopping, Expérience client, Satisfaction client, Etudes marketing, Visites mystères, Appels mystères, Internautes mystères, Etudes concurrentielles, Customer survey, Formation, and Conseils"
Association des Blogueurs de Guinée (ABLOGUI),http://www.ablogui.org,,Internet,11-50 employees,,Nonprofit,2011,,"Médias Sociaux, Plaidoyer, Promotion Langue Nationale, and Bonne Gouvernance"
Djoma Holding Mining Guinea,http://www.Djomaholdingminingguinee.com,,Mining & Metals,2-10 employees,"Conakry , Ratoma",Privately Held,2015,"Kaporo Market , 1 floor, Conakry , Ratoma 1234, GN",Gold Mining and Exploration
WELHY,http://www.welhy.com,,Hospitality,11-50 employees,"Conakry, Guinea",Privately Held,2018,"Kaporo, Conakry, Guinea 3141, GN",
FMD Empire,,666 730 333,Retail,2-10 employees,"Conakry, Matoto",Sole Proprietorship,,"Conakry, Matoto GN","Matériels informatiques , Consommables informatiques, Téléphones & accessoires, Fournitures de bureau, and Divers"
allo224 - Service de Livraison,http://www.allo224.com,,Restaurants,,,,,"Kipé Carrefour Havana, Commune de Ratoma, conakry, conakry 224, GN",
Global Opportunities - GLOOPP,http://www.gloopp.com,,Public Relations & Communications,0-1 employees,,Nonprofit,2021,"224, Conakry, GN",
Make Every Woman Count,https://mewc.org,,Civic & Social Organization,2-10 employees,,Nonprofit,2010,"Conakry, GN",
Entrepreneur World,,+224 621 974 140,Online Media,2-10 employees,,Sole Proprietorship,2019,"Conakry, GN","Brand Content, Presse en ligne et écrite, Evénementiel, Création de contenu, Marketing, Annuaire, Boutique, Formation, and Régie Publiciataire"
Edify Informatics Value Solution and Services,https://www.eivss.com,9.19E+11,Computer Software,11-50 employees,"BANGALORE, Karnataka",Privately Held,2019,,
Nadhel Real Estate,,,Real Estate,2-10 employees,"Dakar, Dakar",Privately Held,2018,,"Property developement, Real Estate, Promotion immobilière, Asset management, Assitance à Maitrise d'Ouvrage, Maitrise d'Ouvrage déléguée, Property Management, Investissement immobilier, Résidentiel, Commercial, Tertiaire, Gestion de Portefeuille, logement social, Immobilier, Hotellerie, Aménagement, Développement Immobilier, and Bureaux"
Consolidated Mining Corporation,http://cminingcorp.com,,Mining & Metals,11-50 employees,,Privately Held,,GN,"mining, bauxite, and gold"
MARKET GUINEE,http://www.marketguinee.com,,Online Media,2-10 employees,,Sole Proprietorship,2017,"Koloma soloprimo, Conakry , GN","annonce , emploi , logement , véhicules , and services"
Securis Africa,http://securisafrica.com,,Business Supplies & Equipment,11-50 employees,"Conakry, Not Applicable",Privately Held,2006,,"Mobile Asset Tracking, Security, GPS Solutions, Security Systems, Alarm, Personnal Protective Equipment, Fleet Management, and RFID Solutions"
SAREF INTERNATIONAL,http://www.sarefinternational.com,2.25E+11,International Trade & Development,201-500 employees,"Conakry, Conakry",Self-Employed,1980,"Conakry, Conakry BP 3915, GN","EQUIPEMENT PETROLIER, EPI, SECURITE INCENDIE, PROMOTEUR IMMOBILIER/ CONSTRUCTION DE BATIMENTS, and AGRO-CHIMIQUE"
BANKIDRIVE,http://bankidrive.com/,,Transportation/Trucking/Railroad,,,,,"CONAKRY, Ratoma GN",
Cabinet Dry Consulting,,656215579,Professional Training & Coaching,2-10 employees,"Conakry, Guinée",Self-Employed,2020,"Conakry, Guinée GN",
Group DeltaLog Guinee,http://www.groupdeltalog.com,,Automotive,51-200 employees,"Conakry, Conakry",Privately Held,2000,"Ratoma Bonfi, Commune de Ratoma, Conakry, Conakry BP 5757, GN",
Orashi Africa,http://www.orashi-international.com/orashi-africa/,,Logistics & Supply Chain,51-200 employees,"Conakry, Almamya",Privately Held,2014,"Guinee, Conakry, Almamya GN","Heavy & Industrial Equipment, Operations & Maintenance, Logistics & Transportation, Industrial & infrastructure project management, and Spares parts"
Entre Nous TV,http://www.entrenous.net,,Information Technology & Services,2-10 employees,,Self-Employed,,,Blogging and Web
Monarch Academy,http://www.academy-monarch.com,,Professional Training & Coaching,2-10 employees,,Educational Institution,2020,"Kaporo Centre, Conakry, GN",
Sacko Mining,http://www.sackomining.com,,Mining & Metals,51-200 employees,"Conakry, Conakry",Privately Held,2014,"Camayenne - Comunne Dixinn, Conakry, Conakry BP6318, GN",
C2M GROUP SA,https://c2mgroup-gn.com/,2.25E+11,Management Consulting,51-200 employees,"Coléah corniche sud , Conakry, République de Guinée.",Privately Held,2019,"Coléah corniche sud , Conakry, République de Guinée. GN",
Agence B2B Ouest Africaine,,,Marketing & Advertising,11-50 employees,,Privately Held,2016,,"Linkedin, Digital marketing, B2B, Senegal, Cote d'Ivoire, Influenceur, Personnalité, Star, Bénin, Mali, Business, Capitaine d'industrie, Leader, Social networks, and Community Management"
Rideen,https://rideen.com/,2.25E+11,Individual & Family Services,2-10 employees,,Partnership,2019,"Résidence Cameroun, Conakry, BP602, GN",
OumLamguinée,,+224 662 74 78 10,Renewables & Environment,2-10 employees,"Conakry, Bambeto",Sole Proprietorship,2020,"Conakry, Bambeto GN","Electricité bâtiment, Informatique, graphisme, formation, conseil, maintenance, recyclage, pavès, briques, tuiles, and marketing"
Trustee sas,http://www.trustees.fr,2.25E+11,Investment Management,2-10 employees,"Tombo, Guinée",Privately Held,2018,"Tombo, Guinée 00000, GN","Venturing, Incubateur, startup, Finance, and Accélérateur"
"Hann Consulting ""HC""",,(+224)666-131-615,Management Consulting,2-10 employees,,Sole Proprietorship,2020,"Conakry, GN","management, Ressources Humaines, Emploi, Conseils, Formations, Coaching, Creation d'entreprise, Developpement Personnel, and Recrutement"
SDI,,,Information Technology & Services,2-10 employees,"Conakry, Conakry",Sole Proprietorship,2017,"République de guinée, commune de Matoto, quartier Tanènè Marché, Conakry, Conakry 1654, GN",Digitales et informatiques
Ouskei Consulting,http://www.ouskeiconsulting.com,+224 657390107,Management Consulting,11-50 employees,"Conakry, Ratoma",Privately Held,2017,"Conakry, Ratoma 3553, GN",Global management consulting and Advisor on business Strategy
TAFORY | Trouver des Logements en Guinée. Real Estate in Guinea.,,,Real Estate,2-10 employees,,Partnership,2011,"Conakry, Conakry, GN","Real Estate, Hotels, Accomodation, Estate Agency, Internet Marketing, and Internet"
ETI - IDENTIFICATION & SECURISATION BIOMETRIQUES,,,Government Administration,,,,,"5675 Boulévard du commerce , Conakry, Guinée 224, GN",
Pareto University,http://www.paretouniversity.com,,Higher Education,51-200 employees,"Conakry, Guinea",Educational Institution,2016,"Avenue de Prince - Ratoma, Conakry, Guinea GN",Higher Education
Primus Hotel Kaloum,http://www.hotelkaloum.com,,Hospitality,201-500 employees,,Privately Held,,"Almamya, Avenue de la République, Kaloum, Conakry, 1199, GN",
Business Marruecos-Magreb /AFRICA.@Pedro Verdasco & Partners,http://web.facebook.com/UE.MAROC.AFRIQUE,,International Trade & Development,,,,,,
ACF AUTOMOBILE GUINEE,https://web.facebook.com/pg/ACF-AUTO-221508692457188/about/?ref=page_internal,621244774,Automotive,2-10 employees,"Conakry, Conakry",Privately Held,2017,"639 Guinea Conakry, Conakry, Conakry 001, GN","location de véhicule, location de voiture, location longue durée, vente de voiture, and vente de véhicule"
Bluezones Guinée,http://www.guinee2020.com,,Government Administration,11-50 employees,"Conakry, Guinée/Conaky",,2014,"Commune de Kaloum, Almamya/Kaloum, Conakry, Guinée/Conaky 3177, GN",
Italia Box,http://facebook.com/italiaboxconakry,627125555,Restaurants,2-10 employees,,Sole Proprietorship,2019,"Italia Box Camayenne , Conakry , GN",
The D-Corp. SARL,https://www.thedcorp.com,+224 628 99 80 55,Information Technology & Services,11-50 employees,,Privately Held,2011,"Kipé, à coté de Métal Guinée, Conakry, 560, GN","Branding, Technologie, Badges, and Construction"
Sellem Industries,http://www.sellemindustries.com,,Mining & Metals,11-50 employees,"London, London",Privately Held,2013,,"Gold mining, Gold Trading, Gold Refining, and Artisanal Mining"
Société Géologie Minière SARL,https://web.facebook.com/SocieteGeologieMiniere,2.25E+11,Mining & Metals,"501-1,000 employees","Conakry, Boké, Siguiri, Labe, Conakry",Privately Held,2016,"Conakry Kaloum, Manquepas Immeuble Zaidan a coté de l`Ambassade de France , +224654666666, Conakry, Boké, Siguiri, Labe, Conakry 2415, GN","Mining, Drilling, Exploration, Exploitation, and Guinea"
VIGP GUINÉE / SÉNÉGAL,,33761612127,Real Estate,2-10 employees,,Partnership,2020,"CONAKRY / KALOUM, CONAKRY, GN",
Eclosion,,221 77 639 04 24,Professional Training & Coaching,0-1 employees,"Dakar, Dakar",Sole Proprietorship,2019,,"Management et Leadership, Développement des Ressources Humaines, Assesment, Coaching individuel, Coaching de Managers, Coaching d'équipe, and Formation"
Jobs Guinea,,,Human Resources,2-10 employees,,Privately Held,,"En VIlle, Conakry, GN","ressources humaines, recrutement, and emploi"
Riviera Guinee,http://rivieraroyalhotel.com,,Hospitality,201-500 employees,,Sole Proprietorship,2001,"BP 1708, conakry, GN",
Krysecu,https://krysecu.com/,+224 625 04 50 22,Information Technology & Services,2-10 employees,"Conakry, Kaloum",Privately Held,2021,"Immeuble Satguru, En face du Ministère de la Coopération, Conakry, Kaloum GN",
MDS CONSULTING,,,Management Consulting,2-10 employees,"Conakry, Conakry",Privately Held,2017,"Kaloum, Conakry, Conakry 224, GN","assistance comptable et fiscale , contrôle de gestion , management stratégique, audit opérationnel, management des projets , formation , création d'entreprise, étude de marché, manuel de procédure , finance, tableau de bord, and carte stratégique"
Guinapres,,625 63 18 18,Construction,2-10 employees,,Partnership,2015,"224, Boké, GN","BTP, Aménagement, and Construction"
OMEGA Consulting Firm,,+224 655086508,Design,2-10 employees,"Conakry, Guinée",Partnership,2018,"Conakry, Guinée GN","communication, marketing, relation publique, and commercial"
SAFRICAR,http://www.safricar.com,,Insurance,2-10 employees,"Conakry, Conakry",Partnership,2002,"Almamya, Conakry, Conakry 5943, GN","Courtages, Assurances et Réassurances, Audits d'Assurances, and Conseils"
ERICINES SERVICES,http://www.ericinesservices.com,+224 622 41 19 53,Business Supplies & Equipment,2-10 employees,"Conakry, Conakry",Privately Held,2012,"6 Avenue, Conakry, Conakry 3811, GN",
SIAF Group,https://www.siafgroup.com,+1 212 618 1321,Management Consulting,2-10 employees,"New York, NY",Partnership,2019,,
Integrated Project Alliance,http://www.integratedprojectalliance.com/,,Construction,11-50 employees,,Privately Held,,,
SOCIETE GRAVUPUB GUINEE SARL,http://www.gravupub.com,,Marketing & Advertising,11-50 employees,"CONAKRY, Basse Guinée",Partnership,2010,"BP 2486 CONAKRY REP.DE GUINEE, CONAKRY, Basse Guinée 2486, GN",Agence de publicité
GROUPE GUINEE VOYAGES PLUS SERVICES,http://www.groupeguineevps.com,620891933,"Leisure, Travel & Tourism",51-200 employees,"Conakry, Base guinée",Privately Held,,"Conakry, Base guinée 5842, GN",
EUROACTIV - Commercial Real Estate Services Africa,http://www.euroactiv.pt,3.52E+11,Real Estate,2-10 employees,"Lisbon, Lisbon",Privately Held,2007,,"real estate, european citizenship, africa, corporate real estate, investment, valuations, capital markets, and masterplanning"
ELECTROMATIC GUINEE,http://www.electromaticguinee.com,,Construction,11-50 employees,,Privately Held,2013,"Coleah - Route du Niger - Face à la BICIGUI, Conakry, GN",
Tiakpa Olivier Dore,http://www.tiakpaolivier.com,2.25E+11,Investment Banking,0-1 employees,,Sole Proprietorship,2020,"Conakry Guinée, Conakry, Conakry, GN",Fonds Spéculatif
PMC Afrique,http://www.pmc-afrique.com,2.25E+11,Management Consulting,2-10 employees,"Conakry, Ratoma",Partnership,,"Kipé Centre Émetteur, Conakry, Ratoma BP 15, GN",
Afri Gold Guinée S.A.R.L,https://www.afrigoldguinee.com,,Mining & Metals,201-500 employees,"Conakry, République de Guinée",Sole Proprietorship,2009,"Conakry, République de Guinée 224, GN",
OUSTRANS LTD - Ousmane Translation Services Limited,,,Translation & Localization,2-10 employees,,Self-Employed,2004,"Tombolia, Conakry, 00224, GN","Translation Services (French & English), Transcription in Nko, Arabic and Roman ( Mandingo, Pular, Susu, Kissi, Guerze), Proofreading / Revision / Editing, and Teaching of French, English and local Languages)"
Sheringham P and I Services,http://www.relugasmarine.com,2.33E+11,Maritime,2-10 employees,"Tema, GAR",Public Company,,,
Butterfly Business Corporate SARLU,https://butterflybusinesscorporate.websites.co.in/,620414256,Marketing & Advertising,2-10 employees,"Conakry, Conakry",Privately Held,2017,"Guinée, Conakry, Conakry 030BP68, GN","MultiMedia - , Immobilier , Marketing , and Evénementielle"
Satguru Agence De Voyage GUINEA (CONAKRY),https://satgurutravel.com/guinea/,+224 627272607,"Leisure, Travel & Tourism",51-200 employees,"conakry, conakry",Privately Held,1989,"Visage Satguru Immeuble, Ambassade de Allemagne, conakry, conakry 1988, GN","Réservation d'hotel, MICE, Services de visa, Location de véhicule, Forfait de voyage, Assurance voyage, Transfert Aéroportuaire, and Assistance de Visas"
Moria Tradind sarl,,,Import & Export,2-10 employees,,Privately Held,2008,,Import-Export and Négoce
GivaGro,http://www.givagro.com,2.25E+11,Farming,0-1 employees,"Conakry, Guinée",Sole Proprietorship,2019,"Conakry, Guinée 1454, GN","commerce de détails, service agricole, agroalimentaire, production agricole, legumes, and fruits"
AFRIPARservices,,2.25E+11,Architecture & Planning,2-10 employees,,Sole Proprietorship,2014,"Conakry, GN","Architecture, Construction, and BTP"
FABARA Impress - Imprimerie Numerique,,00224 626 43 22 76,Printing,2-10 employees,"Conakry, Dixinn PharmaGuinée",Sole Proprietorship,2009,"Conakry, Dixinn PharmaGuinée GN","impression, offset, tshirt, tenue de travail, affiche, depliants, bache et autocallant, personnalisation des supports de communication, serigraphie, facturier, and cachet numerique"
Csk Prestige,https://csk-prestige.business.site/?utm_source=gmb&utm_medium=referral,2.25E+11,Furniture,11-50 employees,"Conakry, Ratoma,",Partnership,2020,"Conakry, Ratoma, 00224, GN",
Groupe Mondial Tours,http://www.groupemondialtours.com,,Logistics & Supply Chain,51-200 employees,"Conakry, Conakry",Privately Held,1993,"Conakry, Conakry, Conakry 2959, GN",
ANANZE BCS,http://ananze-bcs.com/,+224 627 01 43 73,Marketing & Advertising,0-1 employees,,Sole Proprietorship,2019,"Conakry, GN",
Jatropha Hub Officiel,http://www.jatrophahub.org,629519393,Professional Training & Coaching,2-10 employees,"Conakry, Guinée",Nonprofit,2013,"224, Conakry, Guinée GN",
VISTA Assurances Guinée,,629 95 25 25,Insurance,11-50 employees,"Conakry, Kaloum",Privately Held,,"Conakry, Kaloum GN",
HAMIDOUSIF DIGITAL,http://www.hamidousif.com,620086008,Computer Networking,2-10 employees,,Self-Employed,2020,"Kankan, GN","Développement web, Design & Graphisme, Conception de site internet, Création de logo, Développement d'application Desktop & Mobile, and Référencement & SEO"
CA & Ko Consulting,,,,,"Conakry, Conakry",,,"Rue du Port, Immeuble Waqf BID, Conakry, Conakry 1276, GN",
YA!GAZ Guinée,https://www.yagaz.com,+224 623 23 27 00,Oil & Energy,11-50 employees,,Privately Held,2014,"Matam Km 9, Conakry, BP 1562, GN",Distribution LPG Gas
CJD Guinee,https://cjdguinee.org,,Civic & Social Organization,51-200 employees,"conakry, Conakry",Nonprofit,2015,"Nongo, conakry, Conakry 224, GN",
BAH BUSINESS BB PLUS,http://bahbusiness2020-41.webself.net,664676734,Graphic Design,2-10 employees,"Conakry, Rep. de Guinée",Sole Proprietorship,2020,"Conakry, Rep. de Guinée 4576, GN",Maintenance informatique and Prestation de Service
Kizuri Consulting Limited,,23288391102,Human Resources,2-10 employees,,Partnership,,,
SCGEDEG224,https://scgedeg224.com/,00224 629040775,Electrical & Electronic Manufacturing,2-10 employees,,Self-Employed,2020,"Kaloum Peninsula, Conakry, Guinée, Conakry, GN","Electricité, camera de surveillance, Panneaux soalires, energié, and Domotique"
Palabres Consulting,http://www.palabres-consulting.com,,Public Relations & Communications,2-10 employees,"Paris, Ile de France",Partnership,2017,,"Communication digitale, Formation, Conseil, Relations Publiques, Stratégie de Marque, Relations Presse, Social Media Management, Diagnostic de Communication, Lancement de Marque, E-réputation, and Média Training"
Enkotech Guinée,,,Computer Networking,11-50 employees,,Sole Proprietorship,,"CONAKRY, GN",
YARA CONSTRUCTION,,,Construction,51-200 employees,"Kipe, Conakry",Privately Held,2013,"A Côté de L'Hôpital Sino Guinéenne, Kipe, Conakry +224, GN","Construction, Concrete Batching plant, Concrete Pump, Excavators, Compactor, Ready Mix Concrete, Concrete Trucks, Piles Machine CFA, Piles, Centrale a Beton, Genie Civil, civil engineering, Post tension, Reinforced Concrete, and Pieux Execution"
ALISCA GUINEE,,,,,"Conakry, Conakry",,,"Petit Simbaya, Conakry, Conakry 224, GN",
GITECH,https://www.gitech-is.com,627737073,Computer Networking,2-10 employees,"KAMSAR, BOKE",Privately Held,2016,"540, KAMSAR, BOKE GN",
Lycée Français International Simone Veil,http://www.gsamadousylla.com,625150202,Education Management,11-50 employees,"Conakry , Conakry",Educational Institution,2017,"Conakry , Conakry +224, GN",Lycée Français
STP Airways,http://www.stpairways.st,,Aviation & Aerospace,11-50 employees,,,,,
SOLIS International Group,http://www.solis.co.in,,International Trade & Development,2-10 employees,"Kaloum, Conakry",Privately Held,2018,"Kaloum, Conakry ., GN","Export & Import of Raw Cashews, International Trade, Cashew Nut Processing, Foreign Investment, and Agro Business"
ABK Architecture & Ingénierie,,+224 628 85 28 70,Architecture & Planning,2-10 employees,"Conakry, Lambanyi",Partnership,2013,"Conakry, Lambanyi GN",
Kafadja Multi-Services,http://www.kafadja.com,,Graphic Design,2-10 employees,"Conakry , Ratoma-Nongo",Partnership,2019,"Conakry , Ratoma-Nongo +224, GN",
INFORMAFRIK BUSINESS CENTER,,+224 627064812,Information Technology & Services,11-50 employees,,Sole Proprietorship,2016,"31, Conakry, GN",
HÔTEL M'LYS,http://www.hotelmlys.com,,Hospitality,11-50 employees,"CONAKRY, Kaloum",Sole Proprietorship,2014,"Rue de la Mosquée, Almamya, CONAKRY, Kaloum 0001, GN",
SOGUIBEC S.A,https://www.soguibecsa.com,623 23 55 03,Construction,11-50 employees,,Partnership,2014,"Cité chemin de fer, Immeuble LABÉ, Conakry, GN","BTP, Construction , Télécommunication, Mines, and Équipements"
Guidico,https://guidico-gn.com/,+224 625 94 94 08,Renewables & Environment,11-50 employees,,Sole Proprietorship,,"Carrefour Constantin Matam BP 172, Conakry, GN",
MC-Bauchemie Guinea,http://www.mc-bauchemie.com,224669 29 29 84,Construction,2-10 employees,,Partnership,1961,"Conakry, GN",Materiaux de construction and entreprise de produits chimique
GUI CARS Guinée,http://locationvoitureconakry.com/fr/,2.25E+11,Transportation/Trucking/Railroad,11-50 employees,"Conakry, Conakry",Partnership,,"Corniche Coléah, Conakry, Conakry 5557, GN",
"SAFACOME, le Coin des Surgelés",,623878701,International Trade & Development,2-10 employees,"Conakry , Guinée",Privately Held,2013,"3075, Conakry , Guinée 90254, GN","vente des produits surgelés, communication, événementiel , voyage, and tourisme"
SPEEDY OHADA,,+224 628 638 601,Accounting,2-10 employees,"Conakry, Ratoma",Self-Employed,2017,"Conakry, Ratoma GN",Français and Anglais
African Supply Services,http://www.africansupplyservices.com,2.25E+11,Logistics & Supply Chain,2-10 employees,"Conakry, Conakry",Partnership,2017,,"Facilities Management, BTP, Transit, Communication, Commerce Général, Maintenance, Renovation, Nettoyage & Désinfection , Representation de Marques, Marketing Social & Opérationel, Services de Livariaosn, Travaux d'imprimerie, Gestion de Projet Minier, Oil & Gaz, Conseils, and Formation"
Ye! Chapter Guinea,https://yecommunity.com/en/,629285989,Professional Training & Coaching,2-10 employees,"Conakry, Conakry",Nonprofit,2021,"Conakry, Conakry GN",
Smart Sarl Guinee,http://www.smart-gn.com,,Information Technology & Services,2-10 employees,"Conakry, Conakry",Privately Held,2004,"Conakry Guinee, Ratoma Kipé, Conakry, Conakry 00224, GN","Geolocalisation, e-ticket, Web, and Mobile"
ALTERNATIVE CARBON,,,Environmental Services,0-1 employees,,Privately Held,2009,,
4D CHeSS,http://4dchess.info/,+224 624 205 833,Think Tanks,2-10 employees,,Nonprofit,2021,,"Public Health, Programme Design, Project Management, Programme Evaluation, Digital Health, UHC, Africa, Global Health, and Health System Strengthening"
WestAF Auto,http://www.westafauto.store,+224 610 412 500,Automotive,2-10 employees,"Conakry, Ratoma",Partnership,2020,"Nongo , Immeuble VISTA BANK, Conakry, Ratoma GN","Place de Marché digital, Achat / Vente de tout type de véhicule, Achat / Location de tout type de véhicule, Mise en relation entre les Vendeurs et les Acheteurs, and Crédit Auto"
JustPub,http://www.justpubgn.com,2.25E+11,Media Production,2-10 employees,,Sole Proprietorship,2019,"Nongo, Conakry , GN",
SAYELE,https://sayele.co,2.25E+11,Information Technology & Services,2-10 employees,"Conakry, Conakry",Privately Held,2012,,"App Development, Web development, System Integration, API, E-Commerce, Training, and Website"
AMORA Industries Ltd,http://www.amoraindustries.com,,Oil & Energy,11-50 employees,,Privately Held,2015,,"Commodities, Metals, CPP, Oil - Crude- DPP, and Oil Products"
Afric Innovation Technologie,http://www.afrinov.tech,2.25E+11,Information Technology & Services,2-10 employees,,Sole Proprietorship,,"Bluezone Dixinn, conakry, GN",
leSiteduGénie,http://www.lesitedugenie.com,2.25E+11,Computer Software,2-10 employees,"Conakry, Guinée",Sole Proprietorship,2013,"2948, Matoto Khabitayah, Conakry, Guinée 2948, GN","Informatique, Internet, Web, Réseaux Informatiques, Intranet, Extranet, Application Web, Webmaster, Maintenance Systèmes & Réseaux, Design, Vente électronique, Site Web, e-commerce, and e-learning"
Fondation African Initiatives for Women,http://www.africaninitiativesforwomen.org/,,Civic & Social Organization,11-50 employees,"Conakry, Basse Guinée",Nonprofit,2015,"Siège social - Kipé - Secteur Dadia, Conakry, Basse Guinée BP .2045, GN","Approche genre, Montage de projet, Recherche de financement, Recherche de partenariat, Formation professionnelle, Alphabétisation, Sensibilisation, Accompagnement de femmes en difficultés, Santé, and Education"
SGI Automobiles,http://www.sgi-automobiles.com,664 63 56 40,Automotive,201-500 employees,"Conakry, Ratoma/Nongo",Partnership,1999,"Conakry, Ratoma/Nongo 4135, GN","location auto, INDUSTRIES, AUTOMOBILES, GARAGE, LOCATION, and TRANSIT"
HIGH VIEW CENTRE,,,Education Management,11-50 employees,"Conakry, Conakry",Partnership,,"6eme Etage Immeuble Barry et Fils, Pharmacie Diaguissa, Bambeto., Conakry, Conakry GN",
